age,job,marital,education,default credit,balance,housing,loan,contact,duration,poutcome,Result
42,technician,married,secondary,no,440,yes,no,cellular,13,unknown,no
56,self-employed,married,secondary,no,800,no,yes,cellular,170,unknown,no
39,unknown,single,secondary,no,914,no,no,unknown,20,unknown,no
30,entrepreneur,single,secondary,no,638,no,no,cellular,358,unknown,no
55,retired,married,secondary,no,159,no,no,cellular,159,unknown,no
43,blue-collar,married,primary,no,483,yes,no,cellular,225,unknown,no
53,unemployed,married,secondary,no,94,no,no,cellular,493,success,yes
57,retired,married,secondary,no,1044,no,no,telephone,585,success,yes
39,self-employed,single,unknown,no,0,no,no,unknown,13,unknown,no
56,technician,divorced,tertiary,no,401,yes,no,telephone,26,unknown,no
29,services,single,unknown,no,33,no,no,unknown,161,unknown,no
38,blue-collar,married,primary,no,506,yes,yes,unknown,122,unknown,no
59,management,married,tertiary,no,1881,no,no,cellular,456,unknown,no
42,technician,single,unknown,no,344,yes,no,unknown,26,unknown,no
46,blue-collar,married,primary,no,0,yes,no,unknown,51,unknown,no
31,admin.,married,secondary,no,3,yes,no,cellular,37,unknown,no
35,services,divorced,secondary,no,221,yes,no,cellular,150,failure,no
50,self-employed,married,secondary,no,36,no,no,cellular,104,unknown,no
42,blue-collar,married,primary,no,969,yes,no,cellular,721,unknown,no
36,services,single,secondary,no,760,no,no,unknown,9,unknown,no
25,admin.,single,tertiary,no,220,no,no,cellular,68,unknown,no
42,management,single,tertiary,no,10907,no,no,cellular,74,unknown,no
27,student,single,tertiary,no,-148,yes,no,cellular,146,other,no
32,blue-collar,married,primary,no,415,yes,no,unknown,777,unknown,yes
57,management,married,tertiary,no,1341,yes,no,unknown,339,unknown,no
48,blue-collar,married,secondary,no,865,yes,no,cellular,78,unknown,no
34,blue-collar,divorced,secondary,no,-566,yes,no,unknown,248,unknown,no
33,services,married,secondary,no,210,yes,yes,unknown,201,unknown,no
26,technician,single,secondary,no,1275,yes,no,unknown,18,unknown,no
50,blue-collar,married,secondary,no,579,no,no,cellular,83,unknown,no
60,technician,single,tertiary,no,2934,no,no,cellular,233,unknown,no
47,management,married,tertiary,no,6637,yes,no,cellular,174,unknown,no
31,management,married,tertiary,no,271,no,no,cellular,89,unknown,no
52,technician,married,tertiary,no,0,no,no,cellular,145,success,no
36,services,married,secondary,no,472,yes,no,unknown,1017,unknown,no
43,blue-collar,married,primary,no,487,yes,no,unknown,548,unknown,no
30,technician,single,tertiary,no,699,yes,no,cellular,213,unknown,no
32,blue-collar,married,secondary,no,150,no,no,cellular,210,unknown,no
31,management,single,tertiary,no,1130,yes,no,cellular,224,failure,no
29,management,single,secondary,no,584,yes,no,unknown,541,unknown,no
48,services,divorced,secondary,no,3186,no,yes,cellular,104,unknown,no
32,services,single,secondary,no,133,no,no,cellular,171,unknown,yes
30,housemaid,single,tertiary,no,868,no,no,cellular,387,unknown,no
48,blue-collar,married,secondary,no,480,yes,no,cellular,830,failure,yes
51,blue-collar,married,unknown,no,1883,yes,no,unknown,57,unknown,no
34,management,married,tertiary,no,606,no,no,cellular,97,unknown,yes
35,blue-collar,married,secondary,no,603,yes,no,cellular,474,unknown,no
49,management,single,primary,no,548,no,no,telephone,115,unknown,no
36,unemployed,married,secondary,no,-872,yes,yes,cellular,153,failure,no
37,blue-collar,divorced,secondary,no,33,yes,no,cellular,106,failure,no
37,management,married,tertiary,no,1689,yes,no,unknown,645,unknown,no
49,blue-collar,married,primary,no,902,no,no,unknown,210,unknown,no
44,services,divorced,secondary,no,0,yes,yes,unknown,97,unknown,no
40,student,married,secondary,no,260,no,no,cellular,52,failure,no
57,technician,married,secondary,no,589,yes,no,cellular,223,failure,no
39,technician,married,secondary,no,626,yes,no,cellular,126,unknown,no
38,services,married,secondary,no,0,no,yes,cellular,1473,unknown,no
51,blue-collar,divorced,secondary,no,78,yes,no,unknown,723,unknown,no
27,blue-collar,single,secondary,no,3792,no,no,cellular,279,unknown,yes
38,blue-collar,single,tertiary,no,14058,no,no,telephone,293,unknown,no
30,technician,single,secondary,no,-522,yes,yes,cellular,670,failure,yes
36,student,single,unknown,no,386,no,no,unknown,359,unknown,no
37,unemployed,married,secondary,no,1978,no,no,cellular,404,success,yes
53,admin.,married,secondary,no,459,no,no,cellular,317,success,no
38,unemployed,married,tertiary,no,2812,yes,no,cellular,830,unknown,yes
48,management,married,tertiary,no,5057,no,yes,cellular,37,unknown,no
26,housemaid,married,secondary,no,-759,yes,no,cellular,191,unknown,no
33,blue-collar,single,secondary,no,-416,yes,no,unknown,767,unknown,yes
47,technician,married,unknown,no,2106,yes,no,unknown,168,unknown,no
45,management,divorced,tertiary,no,220,yes,no,unknown,89,unknown,no
32,blue-collar,divorced,secondary,no,0,yes,no,unknown,746,unknown,no
69,retired,married,unknown,no,426,no,no,telephone,225,success,yes
65,unknown,married,unknown,no,4717,no,no,telephone,256,unknown,yes
37,blue-collar,married,secondary,no,395,yes,no,unknown,219,unknown,no
45,blue-collar,divorced,primary,no,0,yes,no,cellular,211,unknown,no
36,blue-collar,married,secondary,no,-206,yes,no,unknown,177,unknown,no
62,self-employed,divorced,tertiary,no,6,yes,no,cellular,216,success,yes
37,management,married,tertiary,no,4039,no,yes,cellular,106,unknown,no
39,services,divorced,secondary,no,687,yes,no,cellular,869,unknown,yes
38,technician,single,secondary,no,-242,yes,no,cellular,1173,success,yes
31,management,married,tertiary,no,582,yes,no,cellular,58,unknown,no
58,blue-collar,divorced,primary,no,8218,yes,no,cellular,124,unknown,no
44,management,single,tertiary,no,1424,yes,no,cellular,201,unknown,no
31,blue-collar,married,secondary,no,92,yes,no,unknown,688,unknown,yes
33,technician,single,secondary,no,2085,no,no,cellular,501,unknown,yes
36,technician,single,tertiary,no,197,no,no,cellular,260,unknown,yes
31,technician,single,secondary,no,2305,no,no,cellular,139,unknown,no
45,admin.,married,secondary,no,-547,yes,no,unknown,214,unknown,no
30,technician,single,tertiary,no,411,no,no,cellular,142,unknown,no
34,blue-collar,married,secondary,no,584,yes,no,cellular,154,unknown,no
34,management,married,tertiary,no,997,yes,yes,cellular,81,unknown,no
39,admin.,divorced,secondary,no,83,yes,no,cellular,69,unknown,no
41,management,married,tertiary,no,6563,no,no,cellular,136,unknown,no
32,services,single,secondary,no,0,yes,no,cellular,99,unknown,no
32,management,single,tertiary,no,0,no,no,cellular,9,unknown,no
36,blue-collar,married,primary,no,398,yes,no,unknown,278,unknown,no
35,admin.,married,tertiary,no,1145,yes,no,cellular,82,unknown,no
32,management,single,tertiary,no,2,yes,no,cellular,100,unknown,yes
33,management,single,tertiary,no,201,yes,no,cellular,171,failure,no
49,entrepreneur,married,primary,no,563,no,no,unknown,84,unknown,no
35,management,married,tertiary,no,3161,no,no,cellular,433,unknown,no
31,technician,married,secondary,no,0,no,yes,cellular,624,unknown,no
42,management,married,secondary,no,1331,no,no,cellular,698,unknown,no
34,housemaid,married,primary,no,2929,no,no,cellular,518,unknown,yes
32,services,married,secondary,yes,-220,yes,yes,cellular,123,unknown,no
29,management,single,tertiary,no,5980,yes,no,unknown,317,unknown,no
32,services,single,secondary,no,48,yes,no,cellular,8,unknown,no
50,housemaid,single,unknown,no,0,no,no,telephone,118,unknown,no
58,retired,married,secondary,no,3382,no,yes,cellular,294,failure,no
59,technician,married,secondary,no,2308,no,no,cellular,815,other,yes
25,student,married,tertiary,no,10,yes,no,cellular,857,unknown,yes
57,services,married,secondary,no,162,yes,no,unknown,174,unknown,no
30,blue-collar,single,secondary,no,1073,yes,no,cellular,1130,unknown,no
26,services,single,secondary,no,1700,yes,no,cellular,13,unknown,no
50,services,single,primary,no,148,yes,no,unknown,198,unknown,no
39,services,married,secondary,no,0,yes,no,cellular,503,unknown,no
45,blue-collar,married,primary,no,185,yes,no,cellular,249,unknown,no
37,management,divorced,tertiary,no,896,no,yes,cellular,343,unknown,no
47,blue-collar,divorced,primary,no,1279,yes,no,cellular,479,unknown,no
50,technician,married,tertiary,no,199,yes,yes,cellular,116,failure,no
40,management,married,secondary,no,99,no,no,cellular,15,unknown,no
35,blue-collar,married,primary,no,378,yes,no,unknown,427,unknown,no
53,management,married,tertiary,no,15,no,no,cellular,921,unknown,yes
35,admin.,married,secondary,no,147,yes,yes,cellular,41,failure,no
54,technician,married,secondary,no,2225,no,yes,cellular,73,unknown,no
35,admin.,single,secondary,no,1810,yes,no,cellular,65,unknown,no
31,housemaid,married,unknown,yes,-6,no,yes,telephone,94,unknown,no
46,technician,divorced,secondary,no,435,yes,no,unknown,192,unknown,no
52,management,married,secondary,no,335,no,no,cellular,411,failure,yes
34,admin.,divorced,secondary,no,-251,no,no,cellular,641,unknown,yes
46,services,divorced,secondary,no,5,yes,yes,cellular,305,unknown,no
54,self-employed,married,secondary,no,641,yes,no,cellular,472,failure,no
37,admin.,married,tertiary,no,0,yes,no,cellular,115,unknown,no
39,admin.,married,tertiary,no,722,no,no,telephone,141,unknown,no
50,technician,married,tertiary,no,3337,yes,yes,telephone,24,unknown,no
44,technician,divorced,secondary,no,0,no,no,cellular,264,unknown,no
56,admin.,married,secondary,no,1504,yes,no,unknown,66,unknown,no
40,services,married,tertiary,no,35,no,no,cellular,318,failure,no
36,services,married,secondary,no,895,yes,yes,unknown,622,unknown,no
33,management,married,tertiary,no,752,yes,no,cellular,104,unknown,no
33,blue-collar,single,secondary,no,1925,yes,no,cellular,76,unknown,no
42,services,married,secondary,no,-246,yes,no,unknown,149,unknown,no
30,self-employed,single,tertiary,no,901,yes,yes,unknown,601,unknown,no
33,admin.,single,secondary,no,894,no,no,cellular,509,unknown,no
26,blue-collar,single,secondary,no,592,yes,yes,unknown,174,unknown,no
26,admin.,single,secondary,no,3529,no,yes,cellular,57,unknown,no
37,services,married,secondary,no,0,yes,yes,cellular,187,unknown,no
59,retired,married,primary,no,0,no,no,cellular,493,unknown,yes
49,blue-collar,married,primary,no,371,yes,no,cellular,18,unknown,no
33,blue-collar,single,primary,no,1,yes,no,cellular,257,unknown,no
46,technician,single,secondary,no,834,yes,no,cellular,196,unknown,no
55,entrepreneur,married,primary,no,298,yes,no,unknown,144,unknown,no
49,services,married,tertiary,no,306,yes,no,cellular,285,unknown,no
51,technician,married,secondary,no,143,yes,no,unknown,627,unknown,no
27,admin.,married,secondary,no,186,yes,no,unknown,136,unknown,no
44,technician,married,secondary,no,5597,no,no,unknown,27,unknown,no
40,services,single,secondary,no,1547,yes,no,cellular,88,success,no
36,management,married,tertiary,no,1852,no,no,unknown,362,unknown,no
46,admin.,single,secondary,no,1790,yes,no,unknown,214,unknown,no
30,services,single,secondary,no,20,yes,no,cellular,404,failure,no
35,admin.,married,secondary,no,8652,yes,no,unknown,103,unknown,no
31,technician,single,secondary,no,1626,no,no,cellular,356,failure,no
37,admin.,married,secondary,no,749,no,no,cellular,219,unknown,no
49,blue-collar,married,unknown,no,51,yes,no,unknown,984,unknown,no
27,services,single,secondary,yes,-1,no,no,cellular,60,unknown,no
32,blue-collar,married,secondary,no,-32,yes,no,cellular,145,unknown,no
70,retired,divorced,secondary,no,6850,no,no,telephone,252,failure,no
22,technician,single,secondary,no,333,no,yes,telephone,129,unknown,no
58,blue-collar,married,secondary,no,-27,no,yes,telephone,77,unknown,no
33,blue-collar,married,secondary,no,932,yes,no,unknown,226,unknown,no
83,retired,divorced,primary,no,0,no,no,telephone,664,success,no
50,management,divorced,tertiary,no,100,yes,yes,cellular,157,failure,no
53,blue-collar,married,secondary,no,-626,yes,no,cellular,205,unknown,no
37,management,single,tertiary,no,9,no,no,cellular,484,unknown,no
55,services,divorced,primary,no,653,no,no,unknown,800,unknown,no
49,admin.,married,secondary,no,3608,yes,no,unknown,231,unknown,yes
41,blue-collar,married,primary,no,293,yes,yes,cellular,102,unknown,no
40,management,single,tertiary,no,36,yes,no,unknown,240,unknown,no
48,management,married,tertiary,no,263,yes,no,unknown,350,unknown,no
27,student,single,secondary,no,8366,no,no,cellular,458,other,no
30,management,single,tertiary,no,2186,yes,no,unknown,366,unknown,no
37,entrepreneur,single,secondary,no,20453,yes,no,telephone,115,unknown,no
37,services,single,secondary,no,105,no,yes,unknown,260,unknown,no
40,blue-collar,married,secondary,no,440,yes,no,unknown,327,unknown,no
73,retired,married,unknown,no,519,no,no,telephone,434,failure,yes
50,management,married,tertiary,no,19447,yes,yes,cellular,166,unknown,no
53,blue-collar,married,primary,no,225,no,no,cellular,171,unknown,no
47,blue-collar,married,secondary,no,2548,yes,no,cellular,577,other,no
33,technician,divorced,secondary,no,0,no,no,cellular,224,unknown,no
50,blue-collar,married,unknown,no,2284,yes,no,telephone,1088,unknown,yes
51,blue-collar,married,primary,no,40,yes,no,cellular,79,failure,no
42,housemaid,divorced,tertiary,no,364,no,no,cellular,52,unknown,no
34,technician,single,secondary,no,174,no,no,telephone,259,unknown,no
44,technician,married,secondary,no,10888,yes,no,cellular,163,unknown,no
32,admin.,married,secondary,no,0,yes,yes,cellular,159,failure,no
60,retired,married,tertiary,no,225,no,no,cellular,54,unknown,no
60,retired,divorced,tertiary,no,2131,no,no,cellular,421,unknown,no
29,blue-collar,single,secondary,no,-20,no,yes,cellular,574,unknown,yes
39,management,single,secondary,no,36,no,no,cellular,70,unknown,no
47,blue-collar,married,primary,no,2642,no,no,cellular,310,unknown,no
30,admin.,married,tertiary,no,400,yes,no,cellular,223,unknown,no
31,technician,single,tertiary,no,1214,no,no,cellular,39,unknown,no
34,management,single,tertiary,no,-292,yes,no,cellular,181,unknown,no
51,admin.,married,secondary,no,1415,yes,no,unknown,151,unknown,no
38,blue-collar,married,secondary,no,213,yes,no,unknown,270,unknown,no
47,admin.,single,secondary,no,2540,no,no,cellular,110,unknown,no
46,housemaid,single,tertiary,no,3232,no,no,telephone,94,unknown,no
33,management,married,tertiary,no,296,no,no,cellular,90,unknown,no
30,management,married,tertiary,no,42,no,no,cellular,115,unknown,no
40,technician,married,secondary,no,697,no,no,cellular,220,other,no
38,blue-collar,single,secondary,no,13156,yes,no,cellular,291,failure,no
63,retired,divorced,secondary,no,1490,no,no,cellular,506,unknown,yes
33,management,married,tertiary,no,150,no,no,cellular,151,unknown,no
59,retired,married,secondary,no,0,no,no,unknown,812,unknown,yes
29,management,single,tertiary,no,4210,yes,no,cellular,119,unknown,no
54,services,divorced,secondary,no,1012,yes,no,cellular,33,other,no
57,technician,married,secondary,no,16063,yes,no,unknown,352,unknown,no
57,blue-collar,married,primary,no,5431,yes,yes,unknown,383,unknown,no
28,services,single,secondary,no,317,yes,no,unknown,21,unknown,no
30,technician,single,secondary,no,4787,yes,no,cellular,266,failure,no
28,blue-collar,married,secondary,no,225,yes,yes,unknown,866,unknown,no
45,services,divorced,primary,no,3854,yes,no,unknown,10,unknown,no
29,services,divorced,secondary,no,92,yes,no,cellular,240,unknown,no
42,blue-collar,married,primary,no,-10,yes,no,unknown,291,unknown,no
31,blue-collar,married,secondary,no,-617,yes,no,unknown,115,unknown,no
59,housemaid,divorced,primary,no,195,no,no,unknown,366,unknown,no
41,blue-collar,married,primary,no,1172,yes,no,unknown,153,unknown,no
57,housemaid,married,secondary,no,0,no,no,cellular,197,unknown,no
43,services,divorced,secondary,no,0,no,no,cellular,106,unknown,no
30,services,divorced,secondary,no,-94,yes,no,cellular,41,unknown,no
26,admin.,single,secondary,no,609,no,no,telephone,112,unknown,no
52,management,single,tertiary,no,4,no,yes,cellular,30,unknown,no
32,entrepreneur,divorced,secondary,no,1121,yes,yes,cellular,211,unknown,no
39,management,divorced,tertiary,no,355,yes,no,cellular,313,unknown,no
31,blue-collar,married,secondary,no,3653,yes,yes,cellular,252,failure,no
83,retired,divorced,primary,no,1097,no,no,telephone,181,unknown,yes
34,management,married,tertiary,no,436,no,yes,cellular,118,unknown,no
40,blue-collar,married,secondary,no,4795,yes,no,cellular,57,unknown,no
39,self-employed,married,secondary,no,266,no,no,cellular,102,unknown,no
50,unemployed,married,secondary,no,3357,no,no,cellular,239,unknown,yes
